Id,Title,Original Title,Original Language,Overview,Revenue,Budget,Runtime,Release Date,Vote Average,Vote Count,Genres,Production Companies,Production Countries,Spoken Languages,Director,Stars
988595,Mat Kilau,Mat Kilau: Kebangkitan Pahlawan,ms,"Sự nổi lên của một chiến binh Mã Lai tên là Mat Kilau và những người bạn của anh ta chống lại thực dân Anh đến Pahang vào năm 1892. Lòng tham của các quan chức và chính sách của Anh đã áp đặt thuế quá mức, đã tịch thu đất đai của người Mã Lai để chiếm đoạt của cải của Pahang và Việc phá vỡ lối sống Hồi giáo ở Pahang đã gây ra sự bất mãn trong giới cầm quyền và người Mã Lai. Tinh thần yêu nước của Mat Kilau và những người bạn đã đứng lên chống lại bạo lực của người Anh đã khiến Đại úy Syers phát động cuộc tấn công vào Mat Kilau. Chứng kiến ​​tinh thần anh hùng của Mat Kilau, Tok Gajah và những người bạn thân nhất của Mat Kilau dùng trí tuệ của mình để chiến đấu trong rừng chống lại lính Anh. Liệu Mat Kilau và những người bạn của mình có thành công trong việc đánh đuổi quân đội Anh man rợ và tham lam để khai thác vàng và thiếc ở Pahang?",5283447.0,1814059.0,118,2022-06-23,7.3,11,"['Action', 'History', 'War', 'Adventure', 'Drama', 'Thriller']","['Studio Kembara', 'Skop Productions Sdn. Bhd.']",['Malaysia'],['Tiếng Mã Lai'],Unknown,Unknown
438148,Minions: The Rise of Gru,Minions: The Rise of Gru,en,"Là fanboy của siêu nhóm siêu phản diện có tên Vicious 6, Gru ấp ủ kế hoạch trở nên đủ ác độc để tham gia cùng họ, với sự hỗ trợ của những người theo ông, các Minions.",940000000.0,85000000.0,87,2022-06-29,7.342,3308,"['Animation', 'Comedy', 'Family']","['Universal Pictures', 'Illumination']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
616037,Thor: Love and Thunder,Thor: Love and Thunder,en,"Sau khi việc nghỉ hưu bị gián đoạn bởi Gorr the God Butcher, một kẻ giết người thiên hà đang tìm kiếm sự tuyệt chủng của các vị thần, Thor Odinson đã nhờ đến sự giúp đỡ của Vua Valkyrie, Korg và bạn gái cũ Jane Foster, người hiện đang sử dụng Mjolnir với tư cách là Thor hùng mạnh. Họ cùng nhau dấn thân vào một cuộc phiêu lưu vũ trụ đầy đau khổ để khám phá bí ẩn về sự báo thù của Đồ tể Thần và ngăn chặn hắn trước khi quá muộn.",760900000.0,250000000.0,119,2022-07-06,6.474,7026,"['Fantasy', 'Action', 'Comedy']","['Marvel Studios', 'Kevin Feige Productions']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
682507,Where the Crawdads Sing,Where the Crawdads Sing,en,"Bị gia đình bỏ rơi, Kya tự mình lớn lên trong đầm lầy bên ngoài thị trấn nhỏ của mình. Khi bạn trai cũ của cô được phát hiện đã chết, Kya ngay lập tức bị người dân thị trấn địa phương và cơ quan thực thi pháp luật coi là nghi phạm chính cho vụ giết người của anh ta.",144353965.0,24000000.0,126,2022-07-14,7.556,1501,"['Drama', 'Mystery', 'Romance']","['3000 Pictures', 'Hello Sunshine', 'HarperCollins Publishers']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
366672,Paws of Fury: The Legend of Hank,Paws of Fury: The Legend of Hank,en,"Một chú chó săn kém may mắn nhận ra mình đang ở trong một thị trấn đầy mèo cần một anh hùng để bảo vệ chúng khỏi âm mưu xấu xa của một kẻ hung ác tàn nhẫn nhằm xóa sổ ngôi làng của chúng khỏi bản đồ. Với sự giúp đỡ từ một người cố vấn bất đắc dĩ, kẻ yếu thế của chúng ta phải đảm nhận vai trò samurai của thị trấn và hợp tác với dân làng để cứu thế giới.",42500000.0,45000000.0,94,2022-07-14,6.71,272,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']","['Flying Tigers Entertainment', 'Aniventure', 'HB Wink Animation', 'Cinesite Animation', 'Align', 'GFM Animation', 'Nickelodeon Movies', 'Brooksfilms Ltd.', 'Mass Animation', 'Blazing Productions', 'Paramount', 'Sky Cinema']","['China', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
601796,Alienoid,외계+인 1부,ko,"Vào năm 2022, Đội cận vệ Robot quản lý các tù nhân ngoài hành tinh bị mắc kẹt trong bộ não con người. Nuôi cô gái trẻ Ean trên Trái đất, anh sống trong lốt một con người. Một ngày nọ, khi một tù nhân ngoài hành tinh trốn thoát, toàn bộ hành tinh rơi vào tình trạng nguy hiểm và Guard quay về quá khứ cùng Ean để bẫy người ngoài hành tinh ở đó. Trong khi đó, 630 năm trước trong triều đại Goryeo, Ean lớn tuổi hơn được biết đến với biệt danh ""Cô gái bắn sấm sét"". Trong khi Ean đang cố gắng lấy lại Thanh kiếm thần thánh, chìa khóa để du hành xuyên thời gian thì Muruk, một dosa (pháp sư đạo Hàn Quốc) xui xẻo, đang nhắm đến việc đòi số tiền thưởng khổng lồ dành cho nó.",12600000.0,24500000.0,142,2022-07-20,7.2,212,"['Science Fiction', 'Action', 'Fantasy', 'Adventure']",['Caper Film'],['South Korea'],['Tiếng Hàn'],Unknown,Unknown
539681,DC League of Super-Pets,DC League of Super-Pets,en,"Khi Superman và phần còn lại của Justice League bị bắt cóc, Siêu chó Krypto phải thuyết phục một nhóm trú ẩn rách rưới - chó săn Ace, lợn bụng phệ PB, rùa Merton và sóc Chip - để làm chủ sức mạnh mới tìm thấy của riêng mình và giúp anh ta giải cứu các siêu anh hùng.",203000000.0,90000000.0,105,2022-07-27,7.287,1447,"['Animation', 'Action', 'Family', 'Comedy', 'Science Fiction']","['Warner Bros. Pictures Animation', 'DC Entertainment', 'Seven Bucks Productions', 'Warner Bros. Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
718930,Bullet Train,Bullet Train,en,"Sát thủ xui xẻo Ladybug quyết tâm thực hiện công việc của mình một cách hòa bình sau khi có quá nhiều hợp đồng bị chệch hướng. Tuy nhiên, số phận có thể có những kế hoạch khác, vì nhiệm vụ mới nhất của Ladybug đưa anh vào cuộc va chạm với những kẻ thù nguy hiểm từ khắp nơi trên thế giới — tất cả đều có mục tiêu được kết nối nhưng lại xung đột — trên chuyến tàu nhanh nhất thế giới.",239300000.0,90000000.0,126,2022-08-03,7.481,5457,"['Action', 'Comedy', 'Thriller']","['87North Productions', 'Columbia Pictures']",['United States of America'],"['Tiếng Nhật', 'Tiếng Anh', 'Tiếng Nga', 'Tiếng Tây Ban Nha']",Unknown,Unknown
626872,Emergency Declaration,비상선언,ko,"Trong khi điều tra một mối đe dọa khủng bố lan truyền trên mạng, chính quyền Hàn Quốc phát hiện ra rằng một nghi phạm gần đây đã lên một chuyến bay quốc tế đến Hoa Kỳ. Khi một hành khách khỏe mạnh trên cùng chuyến bay đột ngột qua đời một cách khủng khiếp không rõ nguyên nhân, sự hoảng loạn bùng lên cả trên chuyến bay và trên mặt đất. Với việc nhiên liệu ngày càng giảm và sự từ chối viện trợ của quốc tế, thuyền trưởng và phi hành đoàn sẽ buộc phải thực hiện các biện pháp khẩn cấp chưa từng có nhằm cố gắng cứu sống hành khách của họ.",19200000.0,18052672.0,140,2022-08-03,7.558,312,"['Action', 'Drama', 'Thriller']","['CJeS Studios', 'MAGNUM9', 'Cine Joo', 'Dexter Studios', 'Showbox']",['South Korea'],"['Tiếng Anh', 'Tiếng Nhật', 'Tiếng Hàn']",Unknown,Unknown
985939,Fall,Fall,en,"Đối với những người bạn thân nhất Becky và Hunter, cuộc sống là chinh phục nỗi sợ hãi và vượt qua giới hạn. Nhưng sau khi leo lên đỉnh của một tháp radio bị bỏ hoang ở độ cao 2.000 feet, họ thấy mình bị mắc kẹt không có đường xuống. Giờ đây, kỹ năng leo núi lão luyện của Becky và Hunter sẽ được đưa vào thử thách cuối cùng khi họ chiến đấu một cách tuyệt vọng để sống sót qua các điều kiện khắc nghiệt, thiếu nguồn cung cấp và độ cao gây chóng mặt.",16120263.0,3000000.0,107,2022-08-11,7.205,3548,['Thriller'],"['Tea Shop Productions', 'BuzzFeed Studios', 'Capstone Pictures', 'Lionsgate']","['United States of America', 'United Kingdom']",['Tiếng Anh'],Unknown,Unknown
830788,The Invitation,The Invitation,en,"Sau cái chết của mẹ cô, Evie được một người họ hàng vô danh tiếp cận và mời cô đến dự một đám cưới xa hoa ở vùng quê Tiếng Anh. Chẳng bao lâu, cô nhận ra một âm mưu kiểu Gothic đang diễn ra và phải chiến đấu để sinh tồn khi phát hiện ra những bí mật khó hiểu trong lịch sử gia đình mình.",33628000.0,10000000.0,105,2022-08-24,6.2,690,"['Horror', 'Thriller', 'Drama']","['Screen Gems', 'Latchkey']",['United States of America'],"['Tiếng Anh', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
800939,Ticket to Paradise,Ticket to Paradise,en,Cặp vợ chồng đã ly hôn Georgia và David thấy mình đang thực hiện một nhiệm vụ chung: họ hợp tác và đi đến Bali để ngăn chặn con gái Lily của họ mắc phải sai lầm tương tự mà họ từng mắc phải 25 năm trước.,168800000.0,20000000.0,104,2022-09-08,6.538,972,"['Drama', 'Comedy', 'Romance']","['Smoke House Pictures', 'Red Om Films', 'Working Title Films', 'Universal Pictures']","['Australia', 'United States of America', 'United Kingdom']","['Tiếng Anh', 'Tiếng Pháp', 'Tiếng Indonesia', 'Tiếng Ý', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
717728,Jeepers Creepers: Reborn,Jeepers Creepers: Reborn,en,"Bị buộc phải đi du lịch cùng bạn trai đến một lễ hội kinh dị, Laine bắt đầu trải qua những hình ảnh đáng lo ngại gắn liền với truyền thuyết đô thị về The Creeper. Khi lễ hội đến và cuộc giải trí đẫm máu trở nên điên cuồng, cô trở thành trung tâm của lễ hội trong khi một thứ gì đó kinh khủng được triệu hồi.",6175213.0,5000000.0,88,2022-09-15,5.5,930,"['Horror', 'Thriller', 'Mystery']","['Orwo Studios (US)', 'Screen Media Films', 'Black Hangar Studios', 'Infinity Films', 'Ink Pine Media']","['United States of America', 'United Kingdom']",['Tiếng Anh'],Unknown,Unknown
724495,The Woman King,The Woman King,en,"Câu chuyện về Agojie, đơn vị chiến binh toàn nữ bảo vệ Vương quốc Dahomey của Châu Phi vào những năm 1800 bằng những kỹ năng và sự quyết liệt chưa từng thấy trên thế giới, và Tướng Nanisca khi cô huấn luyện thế hệ tân binh tiếp theo và chuẩn bị sẵn sàng cho họ để chiến đấu chống lại kẻ thù quyết tâm phá hủy lối sống của họ.",97300000.0,50000000.0,135,2022-09-16,7.693,1898,"['Action', 'Drama', 'History']","['TriStar Pictures', 'JuVee Productions', 'Entertainment One', 'Welle Entertainment', 'TSG Entertainment II']","['Canada', 'United States of America']","['Tiếng Anh', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
619730,Don't Worry Darling,Don't Worry Darling,en,"Alice và Jack may mắn được sống trong cộng đồng Victory lý tưởng, thị trấn công ty thử nghiệm, nơi ở của những người đàn ông làm việc cho Dự án Victory tuyệt mật và gia đình của họ. Nhưng khi những rạn nứt trong cuộc sống bình dị của họ bắt đầu xuất hiện, phơi bày những tia sáng của thứ gì đó độc ác hơn nhiều ẩn giấu bên dưới vẻ ngoài hấp dẫn, Alice không thể không đặt câu hỏi chính xác họ đang làm gì trong Victory và tại sao.",86700000.0,35000000.0,123,2022-09-21,6.794,2150,"['Thriller', 'Mystery', 'Drama']","['Vertigo Entertainment', 'New Line Cinema', 'Warner Bros. Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
664469,Amsterdam,Amsterdam,en,"Vào những năm 1930, ba người bạn—một bác sĩ, một y tá và một luật sư—chứng kiến ​​một vụ giết người, trở thành nghi phạm và phát hiện ra một trong những âm mưu kỳ quặc nhất trong lịch sử nước Mỹ.",31245810.0,80000000.0,134,2022-09-27,6.1,1353,"['Mystery', 'Comedy', 'Drama']","['DreamCrew', 'Keep Your Head Productions', 'Corazon Hayagriva', 'New Regency Productions', 'Regency Enterprises']",['United States of America'],"['Tiếng Anh', 'Tiếng Pháp']",Unknown,Unknown
830784,"Lyle, Lyle, Crocodile","Lyle, Lyle, Crocodile",en,"Khi gia đình Primm chuyển đến thành phố New York, cậu con trai nhỏ Josh của họ phải vật lộn để thích nghi với ngôi trường mới và những người bạn mới. Tất cả điều đó thay đổi khi anh phát hiện ra Lyle - một con cá sấu biết hát, thích tắm, trứng cá muối và âm nhạc tuyệt vời - sống trên gác mái của ngôi nhà mới của mình. Nhưng khi sự tồn tại của Lyle bị đe dọa bởi người hàng xóm độc ác Mr. Grumps, các Primms phải hợp tác với nhau để cho thế giới thấy rằng gia đình có thể đến từ những nơi không ngờ tới nhất.",104088441.0,50000000.0,106,2022-10-07,7.154,517,"['Comedy', 'Family', 'Music']","['Eagle Pictures', 'Columbia Pictures']","['Italy', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
436270,Black Adam,Black Adam,en,"Gần 5.000 năm sau khi được ban cho sức mạnh toàn năng của các vị thần Ai Cập — và bị giam cầm nhanh chóng — Black Adam được giải thoát khỏi ngôi mộ trần gian của mình, sẵn sàng giải phóng hình thức công lý độc nhất của mình lên thế giới hiện đại.",393252111.0,200000000.0,125,2022-10-19,6.956,5886,"['Action', 'Adventure', 'Science Fiction']","['New Line Cinema', 'Flynn Picture Company', 'DC Films', 'Seven Bucks Productions', 'Warner Bros. Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
505642,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,en,"Nữ hoàng Ramonda, Shuri, M'Baku, Okoye và Dora Milaje chiến đấu để bảo vệ quốc gia của họ khỏi sự can thiệp của các cường quốc thế giới sau cái chết của Vua T'Challa. Khi người dân Wakanda cố gắng đón nhận chương tiếp theo, các anh hùng phải hợp tác với nhau với sự giúp đỡ của War Dog Nakia và Everett Ross và tạo nên con đường mới cho vương quốc Wakanda.",859102154.0,250000000.0,162,2022-11-09,7.143,6025,"['Action', 'Adventure', 'Science Fiction']",['Marvel Studios'],['United States of America'],"['Tiếng Anh', 'Tiếng Pháp', '', 'Tiếng Tây Ban Nha']",Unknown,Unknown
804095,The Fabelmans,The Fabelmans,en,"Lớn lên ở Arizona thời hậu Thế chiến thứ hai, chàng trai trẻ Sammy Fabelman khao khát trở thành nhà làm phim khi đến tuổi thiếu niên, nhưng sớm phát hiện ra một bí mật gia đình tan vỡ và khám phá sức mạnh của phim ảnh có thể giúp anh nhìn ra sự thật như thế nào.",45629909.0,40000000.0,151,2022-11-11,7.647,2072,['Drama'],"['Amblin Entertainment', 'Reliance Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
661374,Glass Onion: A Knives Out Mystery,Glass Onion: A Knives Out Mystery,en,Thám tử nổi tiếng thế giới Benoit Blanc tới Hy Lạp để bóc tách những bí ẩn xung quanh một tỷ phú công nghệ và nhóm bạn đa dạng của ông.,13280000.0,40000000.0,140,2022-11-12,7.049,5026,"['Comedy', 'Crime', 'Mystery']",['T-Street'],['United States of America'],['Tiếng Anh'],Unknown,Unknown
774548,Decibel,데시벨,ko,Một cựu sĩ quan Hải quân có quá khứ đen tối phải đối đầu với quân nổi dậy bằng một quả bom nhạy cảm với âm thanh.,6843970.0,8500000.0,110,2022-11-16,6.8,37,"['Action', 'Drama', 'Thriller']","['East Dream Synopex', 'Mindmark']",['South Korea'],"['Tiếng Hàn', 'Tiếng Thổ Nhĩ Kỳ']",Unknown,Unknown
593643,The Menu,The Menu,en,"Một cặp vợ chồng trẻ du lịch đến một hòn đảo xa xôi để dùng bữa tại một nhà hàng độc quyền, nơi đầu bếp đã chuẩn bị một thực đơn xa hoa với một số bất ngờ gây sốc.",79628200.0,35000000.0,107,2022-11-17,7.19,4275,"['Comedy', 'Thriller', 'Horror']","['Hyperobject Industries', 'Searchlight Pictures', 'Gary Sanchez Productions', 'TSG Entertainment']",['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",Unknown,Unknown
899112,Violent Night,Violent Night,en,"Khi một nhóm lính đánh thuê đột nhập vào khu nhà của một gia đình giàu có vào đêm Giáng sinh và bắt mọi người vào trong làm con tin, cả đội đã không chuẩn bị cho một cuộc chiến bất ngờ: Ông già Noel đang có mặt tại hiện trường và ông ấy sắp cho thấy lý do tại sao Nick này không phải là vị thánh.",75734910.0,20000000.0,111,2022-11-30,7.376,1904,"['Action', 'Comedy', 'Crime', 'Fantasy']","['87North Productions', 'Universal Pictures', 'Original Pictures', 'dentsu']","['Canada', 'Japan', 'United States of America']","['Tiếng Anh', 'Tiếng Bồ Đào Nha', 'Tiếng Tây Ban Nha']",Unknown,Unknown
315162,Puss in Boots: The Last Wish,Puss in Boots: The Last Wish,en,"Puss in Boots phát hiện ra rằng niềm đam mê phiêu lưu của anh đã bị ảnh hưởng: Anh đã thiêu rụi tám trong số chín mạng sống của mình, khiến anh chỉ còn lại một mạng sống. Puss bắt đầu cuộc hành trình hoành tráng để tìm kiếm Điều ước cuối cùng trong thần thoại và khôi phục chín mạng sống của mình.",484700000.0,90000000.0,103,2022-12-07,8.243,7130,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Action', 'Family']",['DreamWorks Animation'],['United States of America'],"['Tiếng Anh', 'Tiếng Tây Ban Nha']",Unknown,Unknown
76600,Avatar: The Way of Water,Avatar: The Way of Water,en,"Lấy bối cảnh hơn một thập kỷ sau các sự kiện của phần phim đầu tiên, tìm hiểu câu chuyện về gia đình Sully (Jake, Neytiri và những đứa con của họ), những rắc rối theo sau họ, chặng đường dài họ đi để giữ an toàn cho nhau, những trận chiến mà họ chiến đấu để sống sót và những bi kịch mà họ phải chịu đựng.",2320250281.0,460000000.0,192,2022-12-14,7.628,11083,"['Science Fiction', 'Adventure', 'Action']","['20th Century Studios', 'Lightstorm Entertainment']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
676710,The Amazing Maurice,The Amazing Maurice,en,"Maurice là một chú mèo gừng khôn ngoan trên đường phố, người đã nghĩ ra một trò lừa đảo kiếm tiền bằng cách kết bạn với một nhóm chuột biết nói tự học. Khi Maurice và lũ chuột gặp một con mọt sách tên là Malicia, trò lừa đảo nhỏ của chúng nhanh chóng bị tiêu hủy.",21110363.0,17000000.0,93,2022-12-16,6.8,131,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['Ulysses Filmproduktion', 'Cantilever Media', 'Narrativia', 'Studio Rakete', 'Squeeze', 'Red Star 3D', 'Telepool', 'Global Screen', 'Creative Europe Media']","['Belgium', 'Canada', 'Germany', 'United Kingdom']",['Tiếng Anh'],Unknown,Unknown
696157,Whitney Houston: I Wanna Dance with Somebody,Whitney Houston: I Wanna Dance with Somebody,en,"Lễ kỷ niệm vui vẻ, cảm động nhưng đau lòng về cuộc đời và âm nhạc của Whitney Houston, nữ ca sĩ nhạc pop R&B vĩ đại nhất mọi thời đại. Theo dõi hành trình của cô từ vô danh đến siêu sao âm nhạc.",59800000.0,50000000.0,144,2022-12-20,7.035,375,"['Music', 'History', 'Drama']","['Compelling Pictures', 'Black Label Media', 'TriStar Pictures', 'West Madison Entertainment', 'Muse of Fire', 'Primary Wave Music']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
615777,Babylon,Babylon,en,"Một câu chuyện về tham vọng quá lớn và sự thái quá thái quá, theo dõi sự thăng trầm của nhiều nhân vật trong thời đại suy đồi và trụy lạc không thể kiềm chế trong quá trình chuyển đổi của Hollywood từ phim câm sang phim âm thanh vào cuối những năm 1920.",63363579.0,78000000.0,189,2022-12-22,7.419,2703,"['Drama', 'Comedy']","['Paramount', 'Marc Platt Productions', 'Material Pictures', 'C2 Motion Picture Group', 'Wild Chickens', 'Organism Pictures']",['United States of America'],"['Hong Kong', 'Tiếng Anh', 'Tiếng Tây Ban Nha']",Unknown,Unknown
536554,M3GAN,M3GAN,en,"Một nhà chế tạo robot xuất sắc của công ty đồ chơi sử dụng trí tuệ nhân tạo để phát triển M3GAN, một con búp bê sống động như thật được lập trình để gắn kết tình cảm với cô cháu gái mới mồ côi của mình. Nhưng khi chương trình của búp bê hoạt động quá tốt, cô trở nên bảo vệ người bạn mới của mình quá mức và dẫn đến kết quả đáng sợ.",179960167.0,12000000.0,102,2022-12-28,7.12,3645,"['Science Fiction', 'Horror']","['Atomic Monster', 'Blumhouse Productions', 'Divide / Conquer', 'Universal Pictures']",['United States of America'],['Tiếng Anh'],Unknown,Unknown
751171,Chebi: My Fluffy Friend,Чебурашка,ru,"Cần có một anh hùng tai to nhỏ để mang lại mặt trời và nụ cười cho thế giới người lớn! Những cuộc phiêu lưu kỳ thú đang chờ đợi một con vật lông xù không ngừng nghỉ từ một đất nước màu cam xa xôi khi anh đến một thị trấn biển nhỏ. Ở đó anh ấy sẽ tìm thấy bạn bè, nhà và cuối cùng là một cái tên. Được giúp đỡ - và bị cản trở! – anh ấy sẽ ở bên một người làm vườn già khó gần, một người dì thời trang kỳ lạ và đứa cháu gái thất thường của bà, một cậu bé không thể bắt đầu nói chuyện và mẹ cậu, người gặp khó khăn, mặc dù bà nấu món sô cô la ngon nhất thế giới. . Và rất nhiều người khác, cuộc sống của họ, cùng với mùi thơm của cam, sắp bùng nổ trong ma thuật và phiêu lưu.",97000000.0,7700000.0,113,2023-01-01,7.1,73,"['Comedy', 'Family']","['Yellow, Black & White', 'START Studio', 'Russia-1', 'STS Media', 'Soyuzmultfilm']",['Russia'],['Tiếng Nga'],Unknown,Unknown
739405,Operation Fortune: Ruse de Guerre,Operation Fortune: Ruse de Guerre,en,Đặc vụ Orson Fortune và nhóm đặc vụ của anh chiêu mộ một trong những ngôi sao điện ảnh lớn nhất Hollywood để giúp họ thực hiện một nhiệm vụ bí mật khi việc bán một công nghệ vũ khí mới chết người có nguy cơ phá vỡ trật tự thế giới.,37800000.0,50000000.0,114,2023-01-04,6.54,1261,"['Action', 'Thriller', 'Comedy', 'Adventure']","['Miramax', 'STXfilms', 'Toff Guy Films', 'AZ Celtic Films']","['Turkey', 'United Kingdom', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
816904,Mummies,Momias,es,"Thông qua một loạt các sự kiện không may, ba xác ướp đến London ngày nay và dấn thân vào một cuộc hành trình kỳ quặc và vui nhộn để tìm kiếm chiếc nhẫn cũ thuộc về Hoàng gia, bị nhà khảo cổ học đầy tham vọng Lord Carnaby đánh cắp.",53400000.0,12000000.0,88,2023-01-05,7.0,422,"['Animation', 'Adventure', 'Fantasy']","['Warner Bros. Entertainment España', '4 Cats Pictures', 'Moomios Movie AIE', 'Anangu Grup SL', 'C.O.R.E. Feature Animation', 'Atresmedia']",['Spain'],['Tiếng Tây Ban Nha'],Unknown,Unknown
646389,Plane,Plane,en,"Sau công việc anh dũng là hạ cánh thành công chiếc máy bay bị bão phá hủy xuống vùng chiến sự, một phi công dũng cảm thấy mình nằm giữa kế hoạch của nhiều dân quân đang lên kế hoạch bắt máy bay và hành khách của nó làm con tin.",51000000.0,25000000.0,107,2023-01-12,6.973,2016,['Action'],"['MadRiver Pictures', 'di Bonaventura Pictures', 'G-BASE', 'Olive Hill Media', 'Riverstone Pictures']","['United States of America', 'Puerto Rico', 'United Kingdom']","['Tiếng Anh', 'Tiếng Thổ Nhĩ Kỳ']",Unknown,Unknown
840326,Sisu,Sisu,fi,"Sâu trong vùng hoang dã của Lapland, Aatami Korpi đang tìm kiếm vàng nhưng sau khi anh tình cờ gặp đội tuần tra của Đức Quốc xã, một cuộc rượt đuổi nghẹt thở và thèm khát vàng xuyên qua vùng hoang dã Lapland bị phá hủy và khai thác bắt đầu.",13000000.0,6200000.0,91,2023-01-27,7.484,1825,"['Action', 'War', 'Adventure']","['Subzero Film Entertainment', 'Good Chaos', 'Stage 6 Films']","['Finland', 'United Kingdom', 'United States of America']","['Tiếng Anh', 'Tiếng Phần Lan', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
972230,Maybe I Do,Maybe I Do,en,"Michelle và Allen, những người đã đạt đến điểm trong mối quan hệ của họ khi họ đang xem xét các bước tiếp theo, quyết định mời cha mẹ họ đến gặp mặt và đưa ra một số hiểu biết về lý do tại sao hôn nhân lại thành công. Ngoại trừ việc cha mẹ đã biết nhau khá rõ, điều này dẫn đến một số quan điểm rất khác biệt về giá trị của hôn nhân.",4393504.0,7500000.0,95,2023-01-27,5.6,167,"['Comedy', 'Romance', 'Drama']","['Fifth Season', 'Vertical Entertainment', 'Vincent Newman Entertainment']",['United States of America'],"['Tiếng Tây Ban Nha', 'Tiếng Anh']",Unknown,Unknown
631842,Knock at the Cabin,Knock at the Cabin,en,"Khi đang đi nghỉ tại một căn nhà gỗ hẻo lánh, một cô gái trẻ và hai người cha của cô bị bốn kẻ lạ mặt có vũ trang bắt làm con tin và yêu cầu cả gia đình phải đưa ra một lựa chọn không thể tưởng tượng được để ngăn chặn ngày tận thế. Với khả năng tiếp cận thế giới bên ngoài bị hạn chế, gia đình phải quyết định những gì họ tin tưởng trước khi tất cả bị mất.",54700000.0,20000000.0,100,2023-02-01,6.31,2242,"['Thriller', 'Mystery', 'Horror']","['Blinding Edge Pictures', 'Universal Pictures', 'FilmNation Entertainment', 'Wishmore', 'dentsu']","['Japan', 'United States of America']",['Tiếng Anh'],Unknown,Unknown
906221,Magic Mike's Last Dance,Magic Mike's Last Dance,en,"Mike Lane trở lại sân khấu sau một thời gian dài gián đoạn, sau một thỏa thuận kinh doanh thất bại, khiến anh phá sản và nhận hợp đồng làm nhân viên pha chế ở Florida. Vì những gì anh ấy hy vọng sẽ là một lời hoan hô cuối cùng, Mike tới London cùng với một người xã hội giàu có, người đã dụ dỗ anh ấy bằng một lời đề nghị mà anh ấy không thể từ chối… và một chương trình nghị sự của riêng cô ấy. Với mọi thứ đang gặp nguy hiểm, một khi Mike phát hiện ra điều cô ấy thực sự nghĩ đến, liệu anh ấy — và danh sách những vũ công mới nóng bỏng mà anh ấy sẽ phải điều chỉnh — có thể thực hiện được điều đó không?",52000000.0,45000000.0,112,2023-02-09,6.7,416,"['Comedy', 'Drama', 'Romance']","['Warner Bros. Pictures', 'Nick Wechsler Productions', 'Free Association']",['United States of America'],"['Tiếng Tây Ban Nha', 'Tiếng Anh', 'Tiếng Bồ Đào Nha']",Unknown,Unknown
640146,Ant-Man and the Wasp: Quantumania,Ant-Man and the Wasp: Quantumania,en,"Các đối tác của Siêu anh hùng Scott Lang và Hope van Dyne, cùng với cha mẹ của Hope là Janet van Dyne và Hank Pym, và con gái của Scott, Cassie Lang, khám phá Vương quốc Lượng tử, tương tác với những sinh vật mới kỳ lạ và dấn thân vào một cuộc phiêu lưu sẽ thúc đẩy họ vượt quá giới hạn của những gì họ nghĩ là có thể.",476071180.0,200000000.0,125,2023-02-15,6.359,4592,"['Action', 'Adventure', 'Science Fiction']","['Marvel Studios', 'Kevin Feige Productions']",['United States of America'],"['Tiếng Anh', 'Tiếng Gruzia']",Unknown,Unknown
677179,Creed III,Creed III,en,"Sau khi thống trị làng quyền anh thế giới, Adonis Creed đã thăng tiến trong sự nghiệp và cuộc sống gia đình. Khi người bạn thời thơ ấu và cựu thần đồng quyền anh, Damian Anderson, tái xuất sau khi thụ án dài hạn trong tù, anh ta háo hức chứng minh rằng mình xứng đáng được đánh trên võ đài. Cuộc đối đầu giữa những người bạn cũ không chỉ là một cuộc chiến. Để dàn xếp tỷ số, Adonis phải đặt cược tương lai của mình để chiến đấu với Damian - một chiến binh không còn gì để mất.",275300000.0,75000000.0,116,2023-03-01,7.125,2295,"['Drama', 'Action']","['Metro-Goldwyn-Mayer', 'Chartoff-Winkler Productions', 'Proximity Media', 'Outlier Society']",['United States of America'],"['Tiếng Tây Ban Nha', 'Tiếng Anh']",Unknown,Unknown
